date,title,desc,theme,month,text
2025-09-08,"조이시티, 도쿄게임쇼서 '바이오하자드 서바이벌 유닛' 시연 - 연합뉴스","조이시티, 도쿄게임쇼서 '바이오하자드 서바이벌 유닛' 시연&nbsp;&nbsp;연합뉴스",게임,2025-09,"조이시티, 도쿄게임쇼서 '바이오하자드 서바이벌 유닛' 시연 - 연합뉴스 조이시티, 도쿄게임쇼서 '바이오하자드 서바이벌 유닛' 시연&nbsp;&nbsp;연합뉴스"
2025-09-25,도쿄게임쇼에 힘주는 스마일게이트…권혁빈 CVO도 방문 - 연합뉴스,도쿄게임쇼에 힘주는 스마일게이트…권혁빈 CVO도 방문&nbsp;&nbsp;연합뉴스,게임,2025-09,도쿄게임쇼에 힘주는 스마일게이트…권혁빈 CVO도 방문 - 연합뉴스 도쿄게임쇼에 힘주는 스마일게이트…권혁빈 CVO도 방문&nbsp;&nbsp;연합뉴스
2025-09-25,"[인터뷰] 넷마블 '칠대죄 오리진' 제작진 ""게임성 자신 있다"" - 연합뉴스","[인터뷰] 넷마블 '칠대죄 오리진' 제작진 ""게임성 자신 있다""&nbsp;&nbsp;연합뉴스",게임,2025-09,"[인터뷰] 넷마블 '칠대죄 오리진' 제작진 ""게임성 자신 있다"" - 연합뉴스 [인터뷰] 넷마블 '칠대죄 오리진' 제작진 ""게임성 자신 있다""&nbsp;&nbsp;연합뉴스"
2025-09-10,"레딧(RDDT), AI와 소셜미디어의 미래를 잡다! 주가 전망은? - 네이버 프리미엄콘텐츠","레딧(RDDT), AI와 소셜미디어의 미래를 잡다! 주가 전망은?&nbsp;&nbsp;네이버 프리미엄콘텐츠",게임,2025-09,"레딧(RDDT), AI와 소셜미디어의 미래를 잡다! 주가 전망은? - 네이버 프리미엄콘텐츠 레딧(RDDT), AI와 소셜미디어의 미래를 잡다! 주가 전망은?&nbsp;&nbsp;네이버 프리미엄콘텐츠"
2025-09-08,'컴플리트 가챠' 금지법 발의…게임 이용자 숙원 해결 '시동' - 뉴스1,'컴플리트 가챠' 금지법 발의…게임 이용자 숙원 해결 '시동'&nbsp;&nbsp;뉴스1,게임,2025-09,'컴플리트 가챠' 금지법 발의…게임 이용자 숙원 해결 '시동' - 뉴스1 '컴플리트 가챠' 금지법 발의…게임 이용자 숙원 해결 '시동'&nbsp;&nbsp;뉴스1
2025-09-17,한국 인디게임 '킬라' 도쿄게임쇼 부스 출전 - 연합뉴스,한국 인디게임 '킬라' 도쿄게임쇼 부스 출전&nbsp;&nbsp;연합뉴스,게임,2025-09,한국 인디게임 '킬라' 도쿄게임쇼 부스 출전 - 연합뉴스 한국 인디게임 '킬라' 도쿄게임쇼 부스 출전&nbsp;&nbsp;연합뉴스
2025-09-24,RGG 스튜디오 ‘용과 같이3’ 리메이크 공개... 내년 출시 - 경향게임스,RGG 스튜디오 ‘용과 같이3’ 리메이크 공개... 내년 출시&nbsp;&nbsp;경향게임스,게임,2025-09,RGG 스튜디오 ‘용과 같이3’ 리메이크 공개... 내년 출시 - 경향게임스 RGG 스튜디오 ‘용과 같이3’ 리메이크 공개... 내년 출시&nbsp;&nbsp;경향게임스
2025-09-30,"[게임스냅] 다이렉트게임즈, 가을맞이 프로모션 행사 - 연합뉴스","[게임스냅] 다이렉트게임즈, 가을맞이 프로모션 행사&nbsp;&nbsp;연합뉴스",게임,2025-09,"[게임스냅] 다이렉트게임즈, 가을맞이 프로모션 행사 - 연합뉴스 [게임스냅] 다이렉트게임즈, 가을맞이 프로모션 행사&nbsp;&nbsp;연합뉴스"
2025-09-20,"포켓몬 카드, S&P500·메타 눌렀다…20년간 3821% 급등 - 네이트","포켓몬 카드, S&amp;P500·메타 눌렀다…20년간 3821% 급등&nbsp;&nbsp;네이트",게임,2025-09,"포켓몬 카드, S&P500·메타 눌렀다…20년간 3821% 급등 - 네이트 포켓몬 카드, S&amp;P500·메타 눌렀다…20년간 3821% 급등&nbsp;&nbsp;네이트"
2025-09-23,"어반 오픈월드 RPG ‘무한대’, 게임 세부 정보 공개 - 경향게임스","어반 오픈월드 RPG ‘무한대’, 게임 세부 정보 공개&nbsp;&nbsp;경향게임스",게임,2025-09,"어반 오픈월드 RPG ‘무한대’, 게임 세부 정보 공개 - 경향게임스 어반 오픈월드 RPG ‘무한대’, 게임 세부 정보 공개&nbsp;&nbsp;경향게임스"
2025-09-29,"금융 떼낸 소니, '엔터테인먼트 종합상사'로 변신 - 한국경제","금융 떼낸 소니, '엔터테인먼트 종합상사'로 변신&nbsp;&nbsp;한국경제",게임,2025-09,"금융 떼낸 소니, '엔터테인먼트 종합상사'로 변신 - 한국경제 금융 떼낸 소니, '엔터테인먼트 종합상사'로 변신&nbsp;&nbsp;한국경제"
2025-09-09,"엠게임, 60여 게임 품은 포털 홈페이지 변신 - 게임와이","엠게임, 60여 게임 품은 포털 홈페이지 변신&nbsp;&nbsp;게임와이",게임,2025-09,"엠게임, 60여 게임 품은 포털 홈페이지 변신 - 게임와이 엠게임, 60여 게임 품은 포털 홈페이지 변신&nbsp;&nbsp;게임와이"
2025-09-25,"코나미, 호러 시리즈 신작 ‘사일런트 힐 f’ 정식 출시 - 경향게임스","코나미, 호러 시리즈 신작 ‘사일런트 힐 f’ 정식 출시&nbsp;&nbsp;경향게임스",게임,2025-09,"코나미, 호러 시리즈 신작 ‘사일런트 힐 f’ 정식 출시 - 경향게임스 코나미, 호러 시리즈 신작 ‘사일런트 힐 f’ 정식 출시&nbsp;&nbsp;경향게임스"
2025-09-01,"[뉴스줌인] 펄어비스 허진영 대표, 신작 4년째 지연에 '양치기 소년' 전락...""얼마나 완벽한 게임을 내놓으려고"" - 데일리팝","[뉴스줌인] 펄어비스 허진영 대표, 신작 4년째 지연에 '양치기 소년' 전락...""얼마나 완벽한 게임을 내놓으려고""&nbsp;&nbsp;데일리팝",게임,2025-09,"[뉴스줌인] 펄어비스 허진영 대표, 신작 4년째 지연에 '양치기 소년' 전락...""얼마나 완벽한 게임을 내놓으려고"" - 데일리팝 [뉴스줌인] 펄어비스 허진영 대표, 신작 4년째 지연에 '양치기 소년' 전락...""얼마나 완벽한 게임을 내놓으려고""&nbsp;&nbsp;데일리팝"
2025-09-12,"[카드뉴스] '게임도 K-POP 시대' 지드래곤 X 배틀그라운드, 전장은 무대가 되고 아티스트는 플레이한다 - 테크M","[카드뉴스] '게임도 K-POP 시대' 지드래곤 X 배틀그라운드, 전장은 무대가 되고 아티스트는 플레이한다&nbsp;&nbsp;테크M",게임,2025-09,"[카드뉴스] '게임도 K-POP 시대' 지드래곤 X 배틀그라운드, 전장은 무대가 되고 아티스트는 플레이한다 - 테크M [카드뉴스] '게임도 K-POP 시대' 지드래곤 X 배틀그라운드, 전장은 무대가 되고 아티스트는 플레이한다&nbsp;&nbsp;테크M"
2025-09-12,"‘슬레이 더 스파이어 2’, 2026년 3월로 연기 - 경향게임스","‘슬레이 더 스파이어 2’, 2026년 3월로 연기&nbsp;&nbsp;경향게임스",게임,2025-09,"‘슬레이 더 스파이어 2’, 2026년 3월로 연기 - 경향게임스 ‘슬레이 더 스파이어 2’, 2026년 3월로 연기&nbsp;&nbsp;경향게임스"
2025-09-08,"픽셀리티, '에반게리온' VR 게임 프로젝트 공개 - 연합뉴스","픽셀리티, '에반게리온' VR 게임 프로젝트 공개&nbsp;&nbsp;연합뉴스",게임,2025-09,"픽셀리티, '에반게리온' VR 게임 프로젝트 공개 - 연합뉴스 픽셀리티, '에반게리온' VR 게임 프로젝트 공개&nbsp;&nbsp;연합뉴스"
2025-09-02,"‘블루 아카이브’, 비정상적 콘텐츠 노출 재발 방지 위해 보안 강화 - 경향게임스","‘블루 아카이브’, 비정상적 콘텐츠 노출 재발 방지 위해 보안 강화&nbsp;&nbsp;경향게임스",게임,2025-09,"‘블루 아카이브’, 비정상적 콘텐츠 노출 재발 방지 위해 보안 강화 - 경향게임스 ‘블루 아카이브’, 비정상적 콘텐츠 노출 재발 방지 위해 보안 강화&nbsp;&nbsp;경향게임스"
2025-09-02,"‘레이맨’ 30주년…유비소프트, 신작 개발 지속 - 경향게임스","‘레이맨’ 30주년…유비소프트, 신작 개발 지속&nbsp;&nbsp;경향게임스",게임,2025-09,"‘레이맨’ 30주년…유비소프트, 신작 개발 지속 - 경향게임스 ‘레이맨’ 30주년…유비소프트, 신작 개발 지속&nbsp;&nbsp;경향게임스"
2025-09-02,"‘2025 발로란트 챔피언스 컬렉션’, 4일 판매 돌입 - 경향게임스","‘2025 발로란트 챔피언스 컬렉션’, 4일 판매 돌입&nbsp;&nbsp;경향게임스",게임,2025-09,"‘2025 발로란트 챔피언스 컬렉션’, 4일 판매 돌입 - 경향게임스 ‘2025 발로란트 챔피언스 컬렉션’, 4일 판매 돌입&nbsp;&nbsp;경향게임스"
2025-09-05,"‘FM 2026’ 인게임 공개, 그래픽 환골탈태 ‘엔진 교체’ 효과 뚜렷 - 경향게임스","‘FM 2026’ 인게임 공개, 그래픽 환골탈태 ‘엔진 교체’ 효과 뚜렷&nbsp;&nbsp;경향게임스",게임,2025-09,"‘FM 2026’ 인게임 공개, 그래픽 환골탈태 ‘엔진 교체’ 효과 뚜렷 - 경향게임스 ‘FM 2026’ 인게임 공개, 그래픽 환골탈태 ‘엔진 교체’ 효과 뚜렷&nbsp;&nbsp;경향게임스"
2025-09-25,[르포]구름 같은 인파 '도쿄게임쇼'…K-게임 출격 - 네이트,[르포]구름 같은 인파 '도쿄게임쇼'…K-게임 출격&nbsp;&nbsp;네이트,게임,2025-09,[르포]구름 같은 인파 '도쿄게임쇼'…K-게임 출격 - 네이트 [르포]구름 같은 인파 '도쿄게임쇼'…K-게임 출격&nbsp;&nbsp;네이트
2025-09-12,"엔씨소프트, '아이온2' 성공 유력…39만원 간다-키움 - 네이트","엔씨소프트, '아이온2' 성공 유력…39만원 간다-키움&nbsp;&nbsp;네이트",게임,2025-09,"엔씨소프트, '아이온2' 성공 유력…39만원 간다-키움 - 네이트 엔씨소프트, '아이온2' 성공 유력…39만원 간다-키움&nbsp;&nbsp;네이트"
2025-09-18,8인 협동 땅파기 게임 ‘킵 디깅’ 출시 … 친구와 함게하면 ‘땅파기’도 재밌다?! - 경향게임스,8인 협동 땅파기 게임 ‘킵 디깅’ 출시 … 친구와 함게하면 ‘땅파기’도 재밌다?!&nbsp;&nbsp;경향게임스,게임,2025-09,8인 협동 땅파기 게임 ‘킵 디깅’ 출시 … 친구와 함게하면 ‘땅파기’도 재밌다?! - 경향게임스 8인 협동 땅파기 게임 ‘킵 디깅’ 출시 … 친구와 함게하면 ‘땅파기’도 재밌다?!&nbsp;&nbsp;경향게임스
2025-09-17,"환전 가능한 게임머니로 스포츠 베팅…대법 ""도박"" - 네이트","환전 가능한 게임머니로 스포츠 베팅…대법 ""도박""&nbsp;&nbsp;네이트",게임,2025-09,"환전 가능한 게임머니로 스포츠 베팅…대법 ""도박"" - 네이트 환전 가능한 게임머니로 스포츠 베팅…대법 ""도박""&nbsp;&nbsp;네이트"
2025-09-29,"[이슈] EA의 미래는? 사우디-사모펀드, 77조원에 인수 합의 - 인벤","[이슈] EA의 미래는? 사우디-사모펀드, 77조원에 인수 합의&nbsp;&nbsp;인벤",게임,2025-09,"[이슈] EA의 미래는? 사우디-사모펀드, 77조원에 인수 합의 - 인벤 [이슈] EA의 미래는? 사우디-사모펀드, 77조원에 인수 합의&nbsp;&nbsp;인벤"
2025-09-16,9월 코스피 ‘불장’에 주춤한 조·방·원… 이젠 금·반·지가 뜬다 - 조선일보,9월 코스피 ‘불장’에 주춤한 조·방·원… 이젠 금·반·지가 뜬다&nbsp;&nbsp;조선일보,조선,2025-09,9월 코스피 ‘불장’에 주춤한 조·방·원… 이젠 금·반·지가 뜬다 - 조선일보 9월 코스피 ‘불장’에 주춤한 조·방·원… 이젠 금·반·지가 뜬다&nbsp;&nbsp;조선일보
2025-09-23,주도주 교체되나?…'금반지' 뜨자 '조방원' 흔들 [한양경제] - 경기일보,주도주 교체되나?…'금반지' 뜨자 '조방원' 흔들 [한양경제]&nbsp;&nbsp;경기일보,조선,2025-09,주도주 교체되나?…'금반지' 뜨자 '조방원' 흔들 [한양경제] - 경기일보 주도주 교체되나?…'금반지' 뜨자 '조방원' 흔들 [한양경제]&nbsp;&nbsp;경기일보
2025-09-29,[단독] 차이나 머니의 공습.. 韓 국채·주식·부동산 닥치는 대로 사들여 - v.daum.net,[단독] 차이나 머니의 공습.. 韓 국채·주식·부동산 닥치는 대로 사들여&nbsp;&nbsp;v.daum.net,조선,2025-09,[단독] 차이나 머니의 공습.. 韓 국채·주식·부동산 닥치는 대로 사들여 - v.daum.net [단독] 차이나 머니의 공습.. 韓 국채·주식·부동산 닥치는 대로 사들여&nbsp;&nbsp;v.daum.net
2025-09-18,"방사청장 ""한미 조선협력 막는 규제 해소 방안 美와 논의 중""(종합) - 연합뉴스","방사청장 ""한미 조선협력 막는 규제 해소 방안 美와 논의 중""(종합)&nbsp;&nbsp;연합뉴스",조선,2025-09,"방사청장 ""한미 조선협력 막는 규제 해소 방안 美와 논의 중""(종합) - 연합뉴스 방사청장 ""한미 조선협력 막는 규제 해소 방안 美와 논의 중""(종합)&nbsp;&nbsp;연합뉴스"
2025-09-16,"“HD한국조선해양, 지주사 재평가+조선업 실적…목표가 상향”-KB - 인더뉴스","“HD한국조선해양, 지주사 재평가+조선업 실적…목표가 상향”-KB&nbsp;&nbsp;인더뉴스",조선,2025-09,"“HD한국조선해양, 지주사 재평가+조선업 실적…목표가 상향”-KB - 인더뉴스 “HD한국조선해양, 지주사 재평가+조선업 실적…목표가 상향”-KB&nbsp;&nbsp;인더뉴스"
2025-09-23,"케이조선, 본격 매각 절차 착수…MASGA 훈풍에 흥행 조짐 - 필드뉴스","케이조선, 본격 매각 절차 착수…MASGA 훈풍에 흥행 조짐&nbsp;&nbsp;필드뉴스",조선,2025-09,"케이조선, 본격 매각 절차 착수…MASGA 훈풍에 흥행 조짐 - 필드뉴스 케이조선, 본격 매각 절차 착수…MASGA 훈풍에 흥행 조짐&nbsp;&nbsp;필드뉴스"
2025-09-16,"주가 폭등·수주 폭발··· ‘슈퍼사이클’ 올라탄, HJ중공업 - 그린포스트코리아","주가 폭등·수주 폭발··· ‘슈퍼사이클’ 올라탄, HJ중공업&nbsp;&nbsp;그린포스트코리아",조선,2025-09,"주가 폭등·수주 폭발··· ‘슈퍼사이클’ 올라탄, HJ중공업 - 그린포스트코리아 주가 폭등·수주 폭발··· ‘슈퍼사이클’ 올라탄, HJ중공업&nbsp;&nbsp;그린포스트코리아"
2025-09-10,"마스가에 더욱 뜨거워진 ‘삼영엠텍’, 아직도 저평가? [뉴스톡 웰스톡] - 뉴스웰","마스가에 더욱 뜨거워진 ‘삼영엠텍’, 아직도 저평가? [뉴스톡 웰스톡]&nbsp;&nbsp;뉴스웰",조선,2025-09,"마스가에 더욱 뜨거워진 ‘삼영엠텍’, 아직도 저평가? [뉴스톡 웰스톡] - 뉴스웰 마스가에 더욱 뜨거워진 ‘삼영엠텍’, 아직도 저평가? [뉴스톡 웰스톡]&nbsp;&nbsp;뉴스웰"
2025-09-02,코스피 ‘박스권’에 머물자 미국 주식시장으로 눈 돌리는 투자자들 - 조선일보,코스피 ‘박스권’에 머물자 미국 주식시장으로 눈 돌리는 투자자들&nbsp;&nbsp;조선일보,조선,2025-09,코스피 ‘박스권’에 머물자 미국 주식시장으로 눈 돌리는 투자자들 - 조선일보 코스피 ‘박스권’에 머물자 미국 주식시장으로 눈 돌리는 투자자들&nbsp;&nbsp;조선일보
2025-09-29,장동혁 “주식 배당 소득 ‘분리 과세’ 추진”…年 2000만원 이하 세율 14%→9% 인하 - v.daum.net,장동혁 “주식 배당 소득 ‘분리 과세’ 추진”…年 2000만원 이하 세율 14%→9% 인하&nbsp;&nbsp;v.daum.net,조선,2025-09,장동혁 “주식 배당 소득 ‘분리 과세’ 추진”…年 2000만원 이하 세율 14%→9% 인하 - v.daum.net 장동혁 “주식 배당 소득 ‘분리 과세’ 추진”…年 2000만원 이하 세율 14%→9% 인하&nbsp;&nbsp;v.daum.net
2025-09-24,"""주식 상당히 고평가""... 버블 논란에 불붙인 파월 - 조선일보","""주식 상당히 고평가""... 버블 논란에 불붙인 파월&nbsp;&nbsp;조선일보",조선,2025-09,"""주식 상당히 고평가""... 버블 논란에 불붙인 파월 - 조선일보 ""주식 상당히 고평가""... 버블 논란에 불붙인 파월&nbsp;&nbsp;조선일보"
2025-09-24,"""구조대 도착"" 삼성전자 투자자들, 버틸까 말까 - 조선일보","""구조대 도착"" 삼성전자 투자자들, 버틸까 말까&nbsp;&nbsp;조선일보",조선,2025-09,"""구조대 도착"" 삼성전자 투자자들, 버틸까 말까 - 조선일보 ""구조대 도착"" 삼성전자 투자자들, 버틸까 말까&nbsp;&nbsp;조선일보"
2025-09-12,"불 뿜는 증시, 73社가 10년 내 최고가 찍었다 - 조선일보","불 뿜는 증시, 73社가 10년 내 최고가 찍었다&nbsp;&nbsp;조선일보",조선,2025-09,"불 뿜는 증시, 73社가 10년 내 최고가 찍었다 - 조선일보 불 뿜는 증시, 73社가 10년 내 최고가 찍었다&nbsp;&nbsp;조선일보"
2025-09-18,이달 들어 9조… 개인 투자자들 오를수록 팔았다 - 조선일보,이달 들어 9조… 개인 투자자들 오를수록 팔았다&nbsp;&nbsp;조선일보,조선,2025-09,이달 들어 9조… 개인 투자자들 오를수록 팔았다 - 조선일보 이달 들어 9조… 개인 투자자들 오를수록 팔았다&nbsp;&nbsp;조선일보
2025-09-24,[특징주] 리튬 아메리카 폭등에 韓 리튬주도 ‘들썩’ - 조선비즈 - Chosunbiz,[특징주] 리튬 아메리카 폭등에 韓 리튬주도 ‘들썩’ - 조선비즈&nbsp;&nbsp;Chosunbiz,조선,2025-09,[특징주] 리튬 아메리카 폭등에 韓 리튬주도 ‘들썩’ - 조선비즈 - Chosunbiz [특징주] 리튬 아메리카 폭등에 韓 리튬주도 ‘들썩’ - 조선비즈&nbsp;&nbsp;Chosunbiz
2025-09-15,"키움증권, 신한투자증권 미국 법인 인수 추진 - 조선비즈 - Chosunbiz","키움증권, 신한투자증권 미국 법인 인수 추진 - 조선비즈&nbsp;&nbsp;Chosunbiz",조선,2025-09,"키움증권, 신한투자증권 미국 법인 인수 추진 - 조선비즈 - Chosunbiz 키움증권, 신한투자증권 미국 법인 인수 추진 - 조선비즈&nbsp;&nbsp;Chosunbiz"
2025-09-10,코스피 장중 전고점 돌파 - 조선일보,코스피 장중 전고점 돌파&nbsp;&nbsp;조선일보,조선,2025-09,코스피 장중 전고점 돌파 - 조선일보 코스피 장중 전고점 돌파&nbsp;&nbsp;조선일보
2025-09-18,"삼성전자, 13개월 만에 ‘8만전자’ 찍었다 - 조선일보","삼성전자, 13개월 만에 ‘8만전자’ 찍었다&nbsp;&nbsp;조선일보",조선,2025-09,"삼성전자, 13개월 만에 ‘8만전자’ 찍었다 - 조선일보 삼성전자, 13개월 만에 ‘8만전자’ 찍었다&nbsp;&nbsp;조선일보"
2025-09-25,[주식 매매 상위 종목 및 환율] 2025년 9월 24일자 - 조선일보,[주식 매매 상위 종목 및 환율] 2025년 9월 24일자&nbsp;&nbsp;조선일보,조선,2025-09,[주식 매매 상위 종목 및 환율] 2025년 9월 24일자 - 조선일보 [주식 매매 상위 종목 및 환율] 2025년 9월 24일자&nbsp;&nbsp;조선일보
2025-09-12,"이재용 회장, 주식 재산 18조원 돌파… 상속 이래 처음 - 조선비즈 - Chosunbiz","이재용 회장, 주식 재산 18조원 돌파… 상속 이래 처음 - 조선비즈&nbsp;&nbsp;Chosunbiz",조선,2025-09,"이재용 회장, 주식 재산 18조원 돌파… 상속 이래 처음 - 조선비즈 - Chosunbiz 이재용 회장, 주식 재산 18조원 돌파… 상속 이래 처음 - 조선비즈&nbsp;&nbsp;Chosunbiz"
2025-09-20,미국 팔고 한국으로.. 배당 많은 ‘이 주식’에 돈 몰리고 있다 - 조선일보,미국 팔고 한국으로.. 배당 많은 ‘이 주식’에 돈 몰리고 있다&nbsp;&nbsp;조선일보,조선,2025-09,미국 팔고 한국으로.. 배당 많은 ‘이 주식’에 돈 몰리고 있다 - 조선일보 미국 팔고 한국으로.. 배당 많은 ‘이 주식’에 돈 몰리고 있다&nbsp;&nbsp;조선일보
2025-09-23,"[특징주] 삼성전자, 프리마켓서 ‘9만전자’ 터치 - 조선비즈 - Chosunbiz","[특징주] 삼성전자, 프리마켓서 ‘9만전자’ 터치 - 조선비즈&nbsp;&nbsp;Chosunbiz",조선,2025-09,"[특징주] 삼성전자, 프리마켓서 ‘9만전자’ 터치 - 조선비즈 - Chosunbiz [특징주] 삼성전자, 프리마켓서 ‘9만전자’ 터치 - 조선비즈&nbsp;&nbsp;Chosunbiz"
2025-09-08,"바닥 밑에 지하실, 그 밑에 땅굴...‘국장 괴담’ 사실이었다 - 조선일보","바닥 밑에 지하실, 그 밑에 땅굴...‘국장 괴담’ 사실이었다&nbsp;&nbsp;조선일보",조선,2025-09,"바닥 밑에 지하실, 그 밑에 땅굴...‘국장 괴담’ 사실이었다 - 조선일보 바닥 밑에 지하실, 그 밑에 땅굴...‘국장 괴담’ 사실이었다&nbsp;&nbsp;조선일보"
2025-09-08,"삼성증권, 해외 주식 옮기면 최대 700만원 지급 - 조선비즈 - Chosunbiz","삼성증권, 해외 주식 옮기면 최대 700만원 지급 - 조선비즈&nbsp;&nbsp;Chosunbiz",조선,2025-09,"삼성증권, 해외 주식 옮기면 최대 700만원 지급 - 조선비즈 - Chosunbiz 삼성증권, 해외 주식 옮기면 최대 700만원 지급 - 조선비즈&nbsp;&nbsp;Chosunbiz"
2025-09-30,[특징주] 트럼프 ‘대마’ 영상 공유에… 韓 대마 관련주 강세 - 조선비즈 - Chosunbiz,[특징주] 트럼프 ‘대마’ 영상 공유에… 韓 대마 관련주 강세 - 조선비즈&nbsp;&nbsp;Chosunbiz,조선,2025-09,[특징주] 트럼프 ‘대마’ 영상 공유에… 韓 대마 관련주 강세 - 조선비즈 - Chosunbiz [특징주] 트럼프 ‘대마’ 영상 공유에… 韓 대마 관련주 강세 - 조선비즈&nbsp;&nbsp;Chosunbiz
2025-09-14,코스피 연일 최고가 기록…10종목 중 1개 ‘52주 신고가’ - 중앙뉴스,코스피 연일 최고가 기록…10종목 중 1개 ‘52주 신고가’&nbsp;&nbsp;중앙뉴스,조선,2025-09,코스피 연일 최고가 기록…10종목 중 1개 ‘52주 신고가’ - 중앙뉴스 코스피 연일 최고가 기록…10종목 중 1개 ‘52주 신고가’&nbsp;&nbsp;중앙뉴스
2025-09-01,"가치 없다더니… 이억원, 비트코인 최대 보유사 투자 - 조선일보","가치 없다더니… 이억원, 비트코인 최대 보유사 투자&nbsp;&nbsp;조선일보",조선,2025-09,"가치 없다더니… 이억원, 비트코인 최대 보유사 투자 - 조선일보 가치 없다더니… 이억원, 비트코인 최대 보유사 투자&nbsp;&nbsp;조선일보"
2025-09-10,조선업 훈풍에 마스가 기대감까지… HJ중공업 FI 투자금 회수 ‘대박’ - 조선비즈 - Chosunbiz,조선업 훈풍에 마스가 기대감까지… HJ중공업 FI 투자금 회수 ‘대박’ - 조선비즈&nbsp;&nbsp;Chosunbiz,조선,2025-09,조선업 훈풍에 마스가 기대감까지… HJ중공업 FI 투자금 회수 ‘대박’ - 조선비즈 - Chosunbiz 조선업 훈풍에 마스가 기대감까지… HJ중공업 FI 투자금 회수 ‘대박’ - 조선비즈&nbsp;&nbsp;Chosunbiz
2025-09-19,[특징주] 인텔 뛰자 ‘밸류체인’ 인텍플러스 등도 급등 - 조선비즈 - Chosunbiz,[특징주] 인텔 뛰자 ‘밸류체인’ 인텍플러스 등도 급등 - 조선비즈&nbsp;&nbsp;Chosunbiz,조선,2025-09,[특징주] 인텔 뛰자 ‘밸류체인’ 인텍플러스 등도 급등 - 조선비즈 - Chosunbiz [특징주] 인텔 뛰자 ‘밸류체인’ 인텍플러스 등도 급등 - 조선비즈&nbsp;&nbsp;Chosunbiz
2025-09-29,[특징주] ‘두나무 지분 보유’에…한화투자증권·한화투자증권우 급등 - 조선비즈 - Chosunbiz,[특징주] ‘두나무 지분 보유’에…한화투자증권·한화투자증권우 급등 - 조선비즈&nbsp;&nbsp;Chosunbiz,조선,2025-09,[특징주] ‘두나무 지분 보유’에…한화투자증권·한화투자증권우 급등 - 조선비즈 - Chosunbiz [특징주] ‘두나무 지분 보유’에…한화투자증권·한화투자증권우 급등 - 조선비즈&nbsp;&nbsp;Chosunbiz
2025-09-13,"李 ""국내 주식 왜 안 사나"" 지적 다음 날, 연기금 1863억 샀다 - 조선일보","李 ""국내 주식 왜 안 사나"" 지적 다음 날, 연기금 1863억 샀다&nbsp;&nbsp;조선일보",조선,2025-09,"李 ""국내 주식 왜 안 사나"" 지적 다음 날, 연기금 1863억 샀다 - 조선일보 李 ""국내 주식 왜 안 사나"" 지적 다음 날, 연기금 1863억 샀다&nbsp;&nbsp;조선일보"
2025-09-09,몰래 주식 거래하다 딱 걸린 금감원 직원들 - 조선비즈 - Chosunbiz,몰래 주식 거래하다 딱 걸린 금감원 직원들 - 조선비즈&nbsp;&nbsp;Chosunbiz,조선,2025-09,몰래 주식 거래하다 딱 걸린 금감원 직원들 - 조선비즈 - Chosunbiz 몰래 주식 거래하다 딱 걸린 금감원 직원들 - 조선비즈&nbsp;&nbsp;Chosunbiz
2025-09-04,"삼영엠텍, 조선부터 원전·광산 플랜트 기자재까지...성장성 부각↑ [특징주] - 파이낸셜뉴스","삼영엠텍, 조선부터 원전·광산 플랜트 기자재까지...성장성 부각↑ [특징주]&nbsp;&nbsp;파이낸셜뉴스",조선,2025-09,"삼영엠텍, 조선부터 원전·광산 플랜트 기자재까지...성장성 부각↑ [특징주] - 파이낸셜뉴스 삼영엠텍, 조선부터 원전·광산 플랜트 기자재까지...성장성 부각↑ [특징주]&nbsp;&nbsp;파이낸셜뉴스"
2025-09-30,넷플릭스 몸값 육박한 오픈AI... 직원에 주식 보상만 25억달러 - 조선일보,넷플릭스 몸값 육박한 오픈AI... 직원에 주식 보상만 25억달러&nbsp;&nbsp;조선일보,조선,2025-09,넷플릭스 몸값 육박한 오픈AI... 직원에 주식 보상만 25억달러 - 조선일보 넷플릭스 몸값 육박한 오픈AI... 직원에 주식 보상만 25억달러&nbsp;&nbsp;조선일보
2025-09-17,"""조선株 집중 매수…2개월 수익률 26% 비결"" - 한국경제","""조선株 집중 매수…2개월 수익률 26% 비결""&nbsp;&nbsp;한국경제",조선,2025-09,"""조선株 집중 매수…2개월 수익률 26% 비결"" - 한국경제 ""조선株 집중 매수…2개월 수익률 26% 비결""&nbsp;&nbsp;한국경제"
2025-09-18,LG CNS·대한조선 등 66개 종목…22일부터 NXT서 거래 중단 - 한국경제,LG CNS·대한조선 등 66개 종목…22일부터 NXT서 거래 중단&nbsp;&nbsp;한국경제,조선,2025-09,LG CNS·대한조선 등 66개 종목…22일부터 NXT서 거래 중단 - 한국경제 LG CNS·대한조선 등 66개 종목…22일부터 NXT서 거래 중단&nbsp;&nbsp;한국경제
2025-09-04,뚜렷해진 업종별 순환매…출렁이는 주도株 담아라 - 한국경제,뚜렷해진 업종별 순환매…출렁이는 주도株 담아라&nbsp;&nbsp;한국경제,조선,2025-09,뚜렷해진 업종별 순환매…출렁이는 주도株 담아라 - 한국경제 뚜렷해진 업종별 순환매…출렁이는 주도株 담아라&nbsp;&nbsp;한국경제
